Step CPU Np Natt Ncoll c_St c_Sr c_Sv 
       0            0   100000        0        0    19990.731    10.001807    9.9847899 
       1   0.11576796   100000    12580     6356    19578.259    503.44565     135.2485 
       2   0.24872112   100000    73768    35677    17580.562     2851.204    784.03547 
       3   0.37706399   100000    73768    34476    16101.526    4530.7153    1323.0784 
       4   0.50654197   100000    73768    33563    14950.882    5823.4231    1756.3372 
       5   0.63240099   100000    73768    33086    14045.836    6776.9034    2160.4255 
       6   0.75504804   100000    73767    32298    13337.271    7499.1941    2500.9828 
       7   0.87070012   100000    73768    31755    12749.229    8062.1852    2820.0539 
       8   0.98717403   100000    73768    31400    12284.881    8479.3607    3099.4002 
       9    1.1101069   100000    73768    31023    11885.828    8822.6509    3354.6898 
      10    1.2263391   100000    73768    30644    11545.652     9092.544    3595.0601 
      11     1.334007   100000    73768    30461    11243.063    9318.3781    3823.1097 
      12    1.4398501   100000    73768    30399    11012.127    9475.8787    4012.0138 
      13    1.5547481   100000    73768    30199    10802.974    9591.3495    4210.2725 
      14     1.661598   100000    73768    29890    10629.091    9677.9886    4384.4578 
      15    1.7687671   100000    73768    29883    10467.263    9752.8462    4552.3423 
      16    1.8766811   100000    73768    29620    10334.275    9795.3227    4709.3478 
      17    1.9829221   100000    73768    29723    10213.939     9839.322    4845.8523 
      18    2.0862961   100000    73768    29726    10110.766    9865.6305    4974.3033 
      19     2.186024   100000    73768    29505    10021.134    9873.5294    5100.8522 
      20     2.282917   100000    73767    29638    9946.0911    9866.7972    5220.1489 
      21     2.379817   100000    73768    29489    9865.4037    9869.2233     5338.754 
      22    2.4767091   100000    73768    29282     9758.047    9901.0684     5467.944 
      23    2.5770371   100000    73768    29144    9669.9565    9923.3622    5577.7859 
      24     2.679584   100000    73768    28932    9611.3651     9909.065    5679.9701 
      25    2.7817371   100000    73768    28876    9561.8694    9893.4272    5769.8516 
      26     2.883019   100000    73768    28911    9516.5872    9863.8284    5867.3736 
      27    2.9882882   100000    73768    28992    9457.1795    9874.0214    5946.2921 
      28    3.0858331   100000    73768    28881    9430.3358    9823.2322    6037.3469 
      29     3.182493   100000    73768    28940    9424.0255    9759.5397    6110.5048 
      30    3.2789609   100000    73768    28856    9381.6824    9746.1631    6187.3961 
      31     3.375001   100000    73768    29066     9343.903     9718.651    6271.5772 
      32    3.4744401   100000    73768    28819    9330.3896     9676.794    6333.7044 
      33     3.572094   100000    73768    28875    9298.4627     9650.775    6407.6138 
      34     3.667841   100000    73767    28774    9281.8328    9628.2956    6455.0379 
      35    3.7635231   100000    73768    28832    9239.5323    9622.8093     6523.975 
      36    3.8630891   100000    73768    28811    9217.8593    9586.5644    6592.7294 
      37     3.963172   100000    73768    28771    9180.1174    9590.5083    6645.3983 
      38    4.0634739   100000    73768    28647    9150.8241    9576.1639    6703.6828 
      39    4.1589231   100000    73768    28539    9116.9094    9570.9365    6759.7821 
      40    4.2569931   100000    73768    28670    9094.7581    9554.6169    6809.3287 
      41    4.3546929   100000    73768    28334    9071.1361    9528.5498    6870.8289 
      42     4.450068   100000    73768    28702    9044.0602     9523.157    6916.8355 
      43    4.5468731   100000    73768    28558     9028.328    9498.8975    6964.6934 
      44    4.6452041   100000    73768    28655    9021.1718    9467.9502     7006.375 
      45     4.747191   100000    73768    28392    9000.0315    9451.7281    7054.3074 
      46     4.850924   100000    73768    28647    8994.8356    9423.0784    7090.7509 
      47    4.9540451   100000    73767    28335    8989.2388    9387.7239    7134.5007 
      48    5.0590451   100000    73768    28327    8967.2482    9385.2813    7169.9292 
      49     5.168165   100000    73768    28410    8930.1125    9391.6243    7219.2898 
      50    5.2674031   100000    73768    28597    8927.5071    9364.5794    7250.2427 
      51     5.371104   100000    73768    28773    8912.7591    9358.2747    7278.6694 
      52    5.4761441   100000    73768    28321    8907.2529    9334.8253    7310.3782 
      53     5.574672   100000    73768    28520    8894.3076    9318.6615    7345.9598 
      54    5.6731091   100000    73768    28368    8883.3925    9298.1244    7382.8696 
      55     5.767143   100000    73768    28249    8877.3692    9278.4076    7411.6214 
      56    5.8662829   100000    73768    28367    8856.5498    9279.1669    7442.0913 
      57    5.9633989   100000    73768    28416    8850.9747    9266.1494    7463.4714 
      58     6.063431   100000    73768    28448     8832.891    9269.6135    7487.1327 
      59     6.169847   100000    73768    28369    8813.2657    9258.6263    7527.5579 
      60     6.271327   100000    73768    28354    8799.8527    9260.3061    7545.9976 
      61     6.373899   100000    73767    28296     8798.849    9245.6756    7562.1336 
      62      6.47612   100000    73768    28362    8777.1889    9249.2521    7591.0475 
      63     6.583524   100000    73768    28463     8767.162    9234.3859    7620.9539 
      64    6.6872211   100000    73768    28425    8763.0407    9216.5213    7645.0005 
      65     6.789607   100000    73768    28386    8755.4801    9205.4426    7667.4201 
      66    6.8941171   100000    73768    28253    8739.1263    9195.5512    7701.8422 
      67    7.0037911   100000    73768    28192    8735.6154    9182.5592    7720.1005 
      68     7.111346   100000    73768    28326     8719.213    9180.7242    7746.5391 
      69    7.2162731   100000    73768    28168    8730.3911    9148.6154    7761.8808 
      70    7.3201749   100000    73768    28188    8717.0349    9138.9387    7791.5917 
      71     7.421412   100000    73768    28441    8713.4799    9124.5691    7811.2938 
      72    7.5239739   100000    73768    28318    8698.5901    9128.7375    7829.4601 
      73    7.6264021   100000    73768    28462     8702.634    9105.4456    7846.6862 
      74     7.727299   100000    73768    28040    8707.5068     9091.383    7853.4396 
      75    7.8314841   100000    73767    28394    8704.3494    9079.3033    7870.2554 
      76    7.9299741   100000    73768    28095    8687.2753    9082.2407    7892.9291 
