Step CPU Np Natt Ncoll c_St c_Sr c_Sv 
       0            0   100000        0        0    19990.731    10.001807    9.9847899 
       1     0.467309   100000    12580     6295    19801.683    228.93797    74.620987 
       2     1.185323   100000    73768    35956    18825.352    1370.8029    397.25209 
       3    1.7667241   100000    74023    35511    17951.487    2362.0744    716.77766 
       4     2.341681   100000    74023    34751    17181.422    3233.1065    1000.8432 
       5    2.8447151   100000    74023    34400    16499.722    3983.4932    1273.0063 
       6     3.415081   100000    74023    34159    15866.313    4685.3433    1521.2694 
       7    3.7280331   100000    74023    33609    15313.649    5283.2216    1752.3871 
       8    3.9561629   100000    74022    33290    14805.001    5815.9954    1982.5857 
       9    4.2152421   100000    74023    32924    14340.704    6307.0813    2187.9453 
      10    4.6262801   100000    74023    32607    13936.787    6727.3772    2373.5254 
      11    5.0976441   100000    74023    32364     13568.34    7096.0507    2557.5226 
      12    5.6169581   100000    74023    32205    13236.046     7417.724    2734.2901 
      13    6.0602241   100000    74023    31835    12943.014    7688.4492    2903.1128 
      14    6.5233021   100000    74023    31518    12673.368    7946.9781    3049.0528 
      15     6.880971   100000    74023    31441    12420.889    8184.6474    3190.1016 
      16     7.236717   100000    74023    31321    12199.725    8379.2159    3327.2787 
      17    7.6325641   100000    74023    30951      11994.2    8562.3114    3452.4719 
      18     8.056258   100000    74023    30904    11805.926    8712.1046    3585.0891 
      19     8.482656   100000    74023    30867    11635.165    8856.7683    3696.5673 
      20     8.883791   100000    74023    30735    11467.595    8982.8412    3821.8484 
      21     9.296874   100000    74023    30785    11319.785    9087.2454    3939.1598 
      22    9.7406011   100000    74023    30550    11174.316    9192.3739    4052.2346 
      23    10.101398   100000    74023    30341    11066.417    9251.2202    4155.2375 
      24    10.499563   100000    74023    30365    10960.608    9311.4426    4253.7286 
      25    10.895843   100000    74023    30030    10848.413    9389.7891    4343.6742 
      26    11.302344   100000    74023    29985    10748.061    9447.1643    4436.8264 
      27    11.648758   100000    74023    29807    10646.721    9512.1702    4523.8317 
      28    11.988519   100000    74023    29956    10564.122    9557.9482     4601.951 
      29    12.423594   100000    74023    29971    10477.832    9601.4994     4687.836 
      30      12.7675   100000    74023    29792    10383.879    9656.0237    4774.2401 
      31    13.216901   100000    74023    29788    10310.669    9691.1146    4848.9647 
      32    13.578656   100000    74023    29816    10243.098    9722.4804    4918.9548 
      33    13.946708   100000    74022    29469    10178.576    9748.7647    4989.4544 
